Kingdom	Phylum	Class	Order	Family	Genus
N4426	Bacteria	Chloroflexi	NA	NA	NA	NA
N4427	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4430	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N4431	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N4432	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4434	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N4435	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
N4436	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N4437	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4438	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4440	Bacteria	Actinobacteria	Actinobacteria	PeM15	NA	NA
N4442	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
N4444	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4445	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
N4447	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4448	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	NA
N4449	Bacteria	NA	NA	NA	NA	NA
N4450	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4451	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4452	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
N4453	Bacteria	Gracilibacteria	NA	NA	NA	NA
N4454	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	NA
N4455	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita
N4456	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4457	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N4458	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N4459	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
N4460	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N4461	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4462	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4463	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4464	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
N4469	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N4470	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N4471	Bacteria	SHA-109	NA	NA	NA	NA
N4472	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N4473	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
N4474	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA
N4476	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4477	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	NA
N4478	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4479	Bacteria	NA	NA	NA	NA	NA
N4480	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4481	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N4482	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA
N4483	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
N4484	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
N4485	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
N4487	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
N4488	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4489	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4491	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4493	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4495	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N4496	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N4497	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N4498	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	NA
N4499	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N4500	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4501	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
N4502	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N4503	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N4504	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N4505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
N4506	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4510	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4511	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N4512	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N4514	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4515	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N4517	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N4518	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N4519	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N4521	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N4522	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4523	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4524	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N4525	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
N4526	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4527	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N4528	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4529	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N4530	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N4531	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N4532	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula
N4533	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4534	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N4535	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N4536	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N4540	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N4541	Bacteria	NA	NA	NA	NA	NA
N4543	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4544	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4545	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4546	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4547	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N4549	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N4550	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4551	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N4552	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N4553	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
N4554	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4556	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa
N4557	Bacteria	NA	NA	NA	NA	NA
N4558	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4559	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4560	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4561	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N4567	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N4568	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula
N4569	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N4570	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4571	Bacteria	Proteobacteria	SPOTSOCT00m83	NA	NA	NA
N4572	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	PAUC26f	NA
N4573	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N4574	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N4575	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4577	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N4578	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
N4579	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N4580	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	NA	NA
N4582	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N4584	Bacteria	NA	NA	NA	NA	NA
N4585	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4586	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	NA
N4587	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N4588	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	MWH-UniP1_aquatic_group
N4590	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4591	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4592	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N4593	Bacteria	Chloroflexi	NA	NA	NA	NA
N4594	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4599	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	NA
N4600	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N4601	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N4602	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N4603	Bacteria	NA	NA	NA	NA	NA
N4604	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola
N4605	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N4606	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4607	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4608	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4609	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4610	Bacteria	Acidobacteria	Acidobacteria	Subgroup_9	NA	NA
N4611	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N4612	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4613	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N4614	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N4615	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N4616	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4617	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N4618	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N4619	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N4620	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	NA
N4623	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea
N4624	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N4625	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4626	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4627	Bacteria	Acidobacteria	Acidobacteria	Subgroup_5	NA	NA
N4628	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N4629	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
N4630	Bacteria	NA	NA	NA	NA	NA
N4631	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N4632	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4633	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4634	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade4	SAR202_Clade4	NA
N4636	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4637	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA
N4638	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
N4640	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N4641	Bacteria	Gracilibacteria	NA	NA	NA	NA
N4642	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4643	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N4644	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N4650	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N4652	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA
N4653	Bacteria	NA	NA	NA	NA	NA
N4654	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4655	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4656	Bacteria	Verrucomicrobia	Opitutae	NA	NA	NA
N4657	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N4658	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N4659	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Fodinicola
N4660	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula
N4661	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4662	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
N4663	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4664	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4666	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N4667	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N4668	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4669	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4670	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	NA
N4671	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Balneatrix
N4672	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N4677	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4678	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
N4679	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4681	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N4682	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
N4683	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N4684	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N4685	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N4686	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N4687	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N4688	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4689	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N4690	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N4691	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N4692	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N4694	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N4695	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4698	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4699	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmatales_Incertae_Sedis	Candidatus_Hepatoplasma
N4700	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N4701	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4702	Bacteria	Chloroflexi	TK10	NA	NA	NA
N4703	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4704	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4705	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N4706	Bacteria	NA	NA	NA	NA	NA
N4707	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N4708	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4709	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4710	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	NA
N4711	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4712	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N4713	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N4714	Bacteria	Bacteroidetes	Bacteroidetes_BD2-2	NA	NA	NA
N4715	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4716	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
N4717	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4718	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N4719	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4720	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N4725	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N4726	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4727	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N4728	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N4729	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4730	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4731	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N4732	Bacteria	Planctomycetes	Pla4_lineage	NA	NA	NA
N4734	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N4735	Bacteria	Planctomycetes	OM190	NA	NA	NA
N4737	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4738	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA
N4739	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	NA
N4746	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N4747	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4748	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola
N4749	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4750	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4751	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4752	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N4753	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N4754	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ic	NA
N4755	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4756	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4757	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_I	NA
N4758	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N4759	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4760	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
N4761	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4762	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N4763	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4764	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N4767	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4768	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N4769	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N4770	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N4772	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4781	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N4782	Bacteria	NA	NA	NA	NA	NA
N4783	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N4784	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Balneatrix
N4785	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N4786	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Salinirepens
N4787	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N4788	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4789	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N4790	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N4791	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4793	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus_Aquiluna
N4794	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N4795	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N4796	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N4797	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N4798	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N4799	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	NA	NA
N4800	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N4801	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	NA	NA
N4802	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	NA
N4803	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
